title,description
Prefeitura inicia as obras do Hospital da Brasilândia,Pleito de mais de 20 anos dos moradores da região¢ o novo equipamento deve começar a funcionar gradativamente a partir do fim de 2016. Com 250 leitos¢ unidade atenderá 2 milhões de pessoas por mês
Moradores decidem quais ruas poderão ser abertas para ciclistas e pedestres em seus bairros,Adoção do programa Rua Aberta foi aprovada em 19 das 25 audiências públicas realizadas até o momento. Vias que receberão as intervenções já foram escolhidas pelos cidadãos¢ entre elas as avenidas Paulista¢ Sumaré e Carlos Caldeira Filho
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 21 de setembro de 2015
Iluminação pública de Heliópolis ganha lâmpadas de LED,Bairro localizado na zona sul da capital será o primeiro a receber tecnologia. Remodelação terá início nesta semana e deve seguir até janeiro de 2016
Prefeitura reverte sentença que fecharia o Parque Anhanguera,Localizado na zona norte¢ terreno possui uma área com mais de 9 milhões de metros quadrados e abriga o maior parque da cidade
Cidade Tiradentes terá primeiro centro de referência para igualdade racial,Anúncio de novo serviço foi feito na abertura da 24ª edição do programa Prefeitura no Bairro¢ que oferecerá serviços e zeladoria na região até o próximo sábado (26)
Prefeitura abre concursos para 595 vagas em diversas áreas,Salários variam de R$ 5.392 a R$ 13.900. Diploma de nível superior é pré-requisito
Agenda do prefeito Fernando Haddad,Terça-feira¢ 22 de setembro de 2015
Prefeitura financiará projetos de tecnologia com soluções para a mobilidade urbana,Iniciativas¢ que poderão ser aplicativos¢ ferramentas digitais ou softwares¢ deverão apoiar o município na gestão de temas relevantes para a área. Somente microempreendedores individuais¢ pequenas e médias empresas poderão participar da concorrência
Número de ciclistas aumentou com implantação de ciclovias na capital,Pesquisa feita pela Ciclocidade realizou mapeamento inédito do perfil de quem utiliza a bicicleta na cidade
CET implanta redução de velocidade máxima em mais 2 vias,Trajetos na Área Central e na Zona Sul terão limite reduzido de 60 km/h para 50 km/h a partir da próxima sexta-feira (25/09)
Haddad fala sobre programas de mobilidade no Dia Mundial sem Carro,Prefeito caminhou até a sede da Prefeitura¢ passando pelo projeto piloto de alargamento da calçada da Avenida Liberdade¢ que concentra fluxo de aproximadamente 5.500 pessoas/hora
Prefeitura lança Programa de Regularização de Débitos para Sociedades Uniprofissionais,As empresas que estavam enquadradas indevidamente como SUPs poderão ter seus débitos de ISS remitidos ou condições vantajosas para a quitação do saldo devedor¢ como parcelamento em até 10 anos e descontos nos juros e multas
Prefeitura lança serviço para ajudar comunicação de surdos em serviços públicos da cidade,Central de Interpretação de Libras permitirá que pessoas com deficiência auditiva¢ surdos e surdocegos tenham maior autonomia. Intérpretes farão atendimento presencial e por meio virtual
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 23 de setembro de 2015
Prefeito é convidado de honra na inauguração da Escola de Urbanismo da Sciences Po,A convite da prefeita de Paris¢ Anne Hidalgo¢ Haddad viaja nesta quarta-feira à capital francesa¢ onde permanece até o próximo domingo (27)
Ex-servidor acusado de integrar máfia do ISS tem bens bloqueados,Luís Alexandre Cardoso de Magalhães é investigado por enriquecimento ilícito pela Controladoria Geral do Município e pelo Ministério Público
Teatro Municipal Paulo Eiró reabrirá com Orquestra Experimental de Repertório e Coral Paulistano,Totalmente modernizado após reforma¢ teatro em Santo Amaro terá programação com corpos artísticos do Theatro Municipal
CET implanta redução de velocidade máxima em mais 3 vias,Trajetos na Zona Sul terão limite reduzido de 60 km/h para 50 km/h a partir da próxima quarta-feira (30/09)
Metrópoles mundiais com menos mortes no trânsito têm limites de velocidade abaixo de 50 km/h,Dados do World Resources Institute (WRI) apontam que cidades como Tóquio¢ Londres e Paris¢ que adotam limites de velocidade inferiores a 50 km/h¢ tem menor letalidade no trânsito do que outras com limites maiores¢ como Miami
Agenda da prefeita em exercício Nádia Campeão,Quinta-feira¢ 24 de setembro de 2015
Controladoria encontra irregularidades em convênios para campeonatos de futebol,Foram analisados contratos firmados pela Secretaria de Esportes com a Federação Paulista de Futebol Sete-Society para eventos realizados entre 2005 e 2008
Governar é correr riscos¢ diz prefeito,Nesta quinta-feira (24)¢ Fernando Haddad participou como convidado de honra da cerimônia de inauguração da Faculdade de Urbanismo do Sciences Po¢ em Paris
Prefeito acredita em solução intermediária para o Uber e defende estudos,Em viagem a Paris¢ Haddad afirmou que a proibição ou regulamentação do serviço sem a avaliação prévia poderia gerar mais conflitos que soluções
Prefeito pede que economia seja poupada de disputa política,Em Paris¢ Fernando Haddad afirmou que conquistas históricas do país são sacrificadas pela instabilidade política e seu impacto na área econômica. Prefeito também defendeu que partidos governistas e de oposição cumpram as regras democráticas
Prefeitura e USP lançam curso de educação continuada para arquitetos e urbanistas,Seleção para o Programa de Residência em Arquitetura e Urbanismo–Planejamento e Gestão Urbana será encerrada na próxima segunda-feira (28). Trabalho prático será realizado nos planos regionais das Subprefeituras
Agenda da prefeita em exercício Nádia Campeão,Sexta-feira¢ 25 de setembro de 2015
Ônibus da madrugada transportaram quase 5 milhões de passageiros em seis meses,Pesquisa mostra que 78% dos passageiros do Noturno utilizam os coletivos para ir e voltar do trabalho. Rede tem 151 linhas¢ que funcionam da meia-noite às 4h.
Candidato do Brasil ao Oscar será exibido em 12 CEUs da cidade,Spcine promove sessões gratuitas do longa “Que Horas Ela Volta?” no próximo domingo (27)
Agenda da prefeita em exercício Nádia Campeão,Sábado¢ 26 de setembro de 2015
Prefeitura no Bairro agiliza a entrega de mais de 800 títulos de quitação de moradias em Cidade Tiradentes,Desde a última segunda-feira (21)¢ postos móveis realizaram 10 mil atendimentos na praça Maria da Graça dos Reis¢ em frente ao terminal de ônibus do bairro
População apresenta propostas para a política municipal para imigrantes,Em audiência pública realizada neste sábado (26) foi avaliado texto base elaborado pelo Comitê Intersetorial da Política Municipal para a População Imigrante¢ liderado pela Secretaria Municipal de Direitos Humanos e Cidadania
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 28 de setembro de 2015
Chuvas e vendaval provocam queda de árvores,Ventos desta madrugada registraram velocidade de até 81km/h. Acumulado de precipitação de setembro já superou em 188% média histórica do mês
Rio Pequeno recebe segunda edição do Prefeitura no Bairro na subprefeitura do Butantã,Ações de zeladoria serão realizadas em 9¢7 quilômetros quadrados de área. Postos móveis de atendimento funcionam na praça Wilson Moreira da Costa¢ das 9h às 17h
Haddad participa de Dia Sem Carro em Paris,Na semana da mobilidade¢ prefeita Anne Hidalgo abriu o centro da capital francesa e avenida Champs Elysées¢ cartão-postal da cidade¢ foi tomada pela população
Controladoria aponta sete falhas em contratos da Autarquia Hospitalar Municipal,Auditoria encontrou irregularidades em quatro pregões presenciais realizados em 2014¢ como contratação com preço 224% acima de outra empresa e direcionamento de editais para uma única marca
Justiça bloqueia R$ 2¢7 milhões de integrante da “Máfia do ISS”,Ação movida pela Prefeitura de São Paulo garante o sequestro de bens de Paula Sayuri Nagamati¢ que foi chefe de gabinete do então secretário de Finanças Mauro Ricardo¢ na gestão anterior
Novo secretário de Turismo deve estreitar parcerias e atrair investimentos da iniciativa privada,Deputado federal por quatro mandatos¢ Salvador Zimbaldi assumiu nesta segunda (28) o cargo de secretário especial para Assuntos de Turismo¢ substituindo o empresário Wilson Poit
Agenda do prefeito Fernando Haddad,Terça-feira¢ 29 de setembro de 2015
Orquestra Experimental de Repertório e Coral Paulistano marcam reabertura do Teatro Municipal Paulo Eiró,Após reforma¢ teatro localizado em Santo Amaro foi entregue totalmente modernizado com melhorias na iluminação¢ acústica e acessibilidade
Prefeitura abre mais de 33 mil vagas em creches em 2015,Prefeito Fernando Haddad inaugurou nesta terça-feira (29) uma nova creche em Cidade Tiradentes¢ com capacidade para atendimento de 240 crianças.
Jovens bolsistas atuarão no acolhimento em UBSs da cidade,Diretrizes do programa Jovem SUS foram apresentadas na manhã desta terça-feira (29). Bolsa-auxílio será de R$ 827¢40
Mortes no trânsito caem 18¢5% na capital,Dados da CET apontam que morreram 118 pessoas a menos em acidentes no primeiro semestre de 2015¢ comparado ao mesmo período do ano passado
CET implanta redução de velocidade máxima em mais 5 vias,Trajetos na Zona Sul terão limite reduzido¢ em sua maior parte¢ para 50 km/h a partir da próxima sexta-feira (02/10). Um trecho da Avenida Professor Abraão de Morais terá velocidade máxima de 70 km/h
Prefeitura abre consulta pública para inclusão de orgânicos na alimentação escolar,Plano de Ação previsto por lei sancionada em março de 2015 ficará disponível até 9 de outubro para receber comentários e sugestões
Haddad pede ajuda aos conselheiros para continuidade de medidas de proteção à vida no trânsito,Reunião do Conselho da Cidade encerrou atividades da Semana da Mobilidade com a apresentação dos principais programas na área e a divulgação dos dados da CET que apontaram queda de 18¢5% do número de mortes na capital
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 30 de setembro de 2015
Haddad proíbe placas oficiais em carros da Prefeitura,Decreto vai abolir a partir da próxima segunda-feira (05/10) o uso de placas pretas em veículos destinados aos membros do Executivo municipal paulistano. Desde o início do mandato¢ prefeito só se desloca em carros com chapa comum
Prefeitura assina termo que oficializa São Paulo como sede do futebol na Olimpíada de 2016,Cidade receberá dez partidas de futebol dos torneios feminino e masculino. Administração municipal não colocará recursos públicos para a realização dos jogos
Circuito Municipal de Cultura levará 1.500 atrações gratuitas para quase 150 locais da cidade,Segunda fase da programação de música¢ artes cênicas e visuais¢ cinema¢ literatura e atrações infantis começa nesta quinta (1º) e segue até dezembro. CEUs integram programação pela primeira vez¢ e cinco palcos externos serão montados nos bairros
CET implanta redução de velocidade máxima em mais 3 vias,Corredor na zona sul terá limite reduzido de 60 km/h para 50 km/h a partir da próxima quarta-feira (07/10)
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 1º de outubro de 2015
Controladoria vai divulgar respostas de mais de 6.500 pedidos de informação,Dados poderão ser consultados em plataforma on-line a partir do próximo dia 15. CGM removerá informações pessoais¢ que são protegidas pela legislação
Programa Saúde na Escola beneficia 1¢6 milhão de crianças em dois anos,Implementado pela atual gestão¢ programa leva ações como testes de reflexo e oftalmológico¢ verificação da situação vacinal¢ intervenções de saúde bucal¢ campanhas de prevenção de doenças e promoção da saúde para 1.502 escolas
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 2 de outubro de 2015
Refugiados sírios assistem a jogo no Pacaembu,Parceria entre a Prefeitura de São Paulo¢ o Santos Futebol Clube e a ONG Oasis Solidário possibilitou que cerca de cem sírios acompanhassem partida do time contra o Figueirense na última quinta-feira (2)
